,RowID,Project,Date,Time,Location,Species,Race_table,Genetics,Genetics_old,Genetics_specific,Genetics_conf,Adipose,Fork_length_mm,Weight_g,ID,Photo,Tissue_sample,Method,Handling,Specimen,Comment,
466,137,Sutter Bypass 2021,3/17/2021,13:00,Sacramento River at side channel at Colusa weir,Chinook,Fall,Fall,CHIN_SBP21A042,Fall,0.72,Intact,54,1.43,SBP21A042,2108,YES,Seine,Tissue sample and release,NO,,
467,138,Sutter Bypass 2021,3/17/2021,13:00,Sacramento River at side channel at Colusa weir,Chinook,Fall,Fall,CHIN_SBP21A043,Fall,1,Intact,57,1.76,SBP21A043,2109,YES,Seine,Tissue sample and release,NO,,
468,139,Sutter Bypass 2021,3/17/2021,13:00,Sacramento River at side channel at Colusa weir,Chinook,Fall,Fall,CHIN_SBP21A044,Fall,0.8565,Intact,53,1.56,SBP21A044,2110,YES,Seine,Tissue sample and release,NO,,
469,140,Sutter Bypass 2021,3/17/2021,13:00,Sacramento River at side channel at Colusa weir,Chinook,Fall,Fall,CHIN_SBP21A045,Fall,0.9997,Intact,56,1.82,SBP21A045,2111,YES,Seine,Tissue sample and release,NO,,
470,141,Sutter Bypass 2021,3/17/2021,13:00,Sacramento River at side channel at Colusa weir,Chinook,Fall,Fall,CHIN_SBP21A046,Fall,0.9625,Intact,46,0.94,SBP21A046,2112,YES,Seine,Tissue sample and release,NO,,
471,142,Sutter Bypass 2021,3/17/2021,13:00,Sacramento River at side channel at Colusa weir,Chinook,Fall,Fall,CHIN_SBP21A047,Fall,0.7046,Intact,54,1.52,SBP21A047,2113,YES,Seine,Tissue sample and release,NO,,
472,143,Sutter Bypass 2021,3/17/2021,13:00,Sacramento River at side channel at Colusa weir,Chinook,Fall,Fall,CHIN_SBP21A048,Fall,0.9976,Intact,56,1.76,SBP21A048,2115,YES,Seine,Tissue sample and release,NO,,
473,144,Sutter Bypass 2021,3/17/2021,13:00,Sacramento River at side channel at Colusa weir,Chinook,Fall,Fall,CHIN_SBP21A049,Fall,0.9993,Intact,55,1.66,SBP21A049,2116,YES,Seine,Tissue sample and release,NO,,
474,145,Sutter Bypass 2021,3/17/2021,13:00,Sacramento River at side channel at Colusa weir,Chinook,Fall,Fall,CHIN_SBP21A050,Fall,0.9991,Intact,55,1.79,SBP21A050,2117,YES,Seine,Tissue sample and release,NO,,
475,146,Sutter Bypass 2021,3/17/2021,13:00,Sacramento River at side channel at Colusa weir,Chinook,Fall,Fall,CHIN_SBP21A051,Fall,0.9221,Intact,52,1.41,SBP21A051,2118,YES,Seine,Tissue sample and release,NO,,
476,147,Sutter Bypass 2021,3/17/2021,13:00,Sacramento River at side channel at Colusa weir,Chinook,Fall,Fall,CHIN_SBP21A052,Fall,0.999,Intact,51,1.27,SBP21A052,2119,YES,Seine,Tissue sample and release,NO,,
477,148,Sutter Bypass 2021,3/17/2021,13:00,Sacramento River at side channel at Colusa weir,Chinook,Fall,Late fall,CHIN_SBP21A053,LateFall,0.793,Intact,59,2.12,SBP21A053,2121,YES,Seine,Tissue sample and release,NO,,
478,149,Sutter Bypass 2021,3/17/2021,13:00,Sacramento River at side channel at Colusa weir,Chinook,Fall,Spring,CHIN_SBP21A054,SpMill,0.9133,Intact,61,2.41,SBP21A054,2122,YES,Seine,Tissue sample and release,NO,,
479,150,Sutter Bypass 2021,3/17/2021,13:00,Sacramento River at side channel at Colusa weir,Chinook,Fall,Fall,CHIN_SBP21A055,Fall,0.9615,Intact,60,2.05,SBP21A055,2123,YES,Seine,Tissue sample and release,NO,,
480,151,Sutter Bypass 2021,3/17/2021,13:00,Sacramento River at side channel at Colusa weir,Chinook,Fall,Late fall,CHIN_SBP21A056,LateFall,0.7279,Intact,53,1.48,SBP21A056,2124,YES,Seine,Tissue sample and release,NO,,
481,152,Sutter Bypass 2021,3/17/2021,13:00,Sacramento River at side channel at Colusa weir,Chinook,Fall,Fall,CHIN_SBP21A057,Fall,0.7947,Intact,55,1.67,SBP21A057,2125,YES,Seine,Tissue sample and release,NO,,
482,153,Sutter Bypass 2021,3/17/2021,13:00,Sacramento River at side channel at Colusa weir,Chinook,Fall,Fall,CHIN_SBP21A058,Fall,0.8977,Intact,48,1.06,SBP21A058,2126,YES,Seine,Tissue sample and release,NO,,
483,154,Sutter Bypass 2021,3/17/2021,13:00,Sacramento River at side channel at Colusa weir,Chinook,Fall,Fall,CHIN_SBP21A059,Fall,0.92,Intact,49,1.13,SBP21A059,2127,YES,Seine,Tissue sample and release,NO,,
484,155,Sutter Bypass 2021,3/17/2021,13:00,Sacramento River at side channel at Colusa weir,Chinook,Fall,Fall,CHIN_SBP21A060,Fall,0.9845,Intact,50,1.15,SBP21A060,2128,YES,Seine,Tissue sample and release,NO,,
485,156,Sutter Bypass 2021,3/24/2021,14:30,El Anzar drain at Driver Cut weir,Chinook,Spring,Spring,CHIN_SBP21A061,SpButte,1,Intact,75,4.21,SBP21A061,2341,YES,Seine,Tissue sample and release,NO,,
486,157,Sutter Bypass 2021,3/24/2021,14:30,El Anzar drain at Driver Cut weir,Chinook,Spring,Spring,CHIN_SBP21A062,SpButte,0.9999,Intact,70,3.45,SBP21A062,2342,YES,Seine,Tissue sample and release,NO,,
487,158,Sutter Bypass 2021,3/24/2021,14:30,El Anzar drain at Driver Cut weir,Chinook,Spring,Spring,CHIN_SBP21A063,SpButte,1,Intact,76,4.36,SBP21A063,2343,YES,Seine,Tissue sample and release,NO,,
488,159,Sutter Bypass 2021,3/24/2021,14:30,El Anzar drain at Driver Cut weir,Chinook,Spring,Spring,CHIN_SBP21A064,SpButte,1,Intact,80,5.55,SBP21A064,2344,YES,Seine,Tissue sample and release,NO,,
489,160,Sutter Bypass 2021,3/24/2021,14:30,El Anzar drain at Driver Cut weir,Chinook,Spring,Spring,CHIN_SBP21A065,SpButte,1,Intact,76,4.76,SBP21A065,2345,YES,Seine,Tissue sample and release,NO,,
490,161,Sutter Bypass 2021,3/24/2021,14:30,El Anzar drain at Driver Cut weir,Chinook,Spring,Spring,CHIN_SBP21A066,SpButte,1,Intact,80,5.46,SBP21A066,2346,YES,Seine,Tissue sample and release,NO,,
491,162,Sutter Bypass 2021,3/24/2021,14:30,El Anzar drain at Driver Cut weir,Chinook,Spring,Spring,CHIN_SBP21A067,SpButte,1,Intact,83,6.6,SBP21A067,2348,YES,Seine,Tissue sample and release,NO,,
492,163,Sutter Bypass 2021,3/24/2021,14:30,El Anzar drain at Driver Cut weir,Chinook,Spring,Spring,CHIN_SBP21A068,SpButte,1,Intact,85,6.92,SBP21A068,2349,YES,Seine,Tissue sample and release,NO,,
493,164,Sutter Bypass 2021,3/24/2021,14:30,El Anzar drain at Driver Cut weir,Chinook,Spring,Spring,CHIN_SBP21A069,SpButte,1,Intact,82,6.3,SBP21A069,2352,YES,Seine,Tissue sample and release,NO,,
494,165,Sutter Bypass 2021,3/24/2021,14:30,El Anzar drain at Driver Cut weir,Chinook,Spring,Spring,CHIN_SBP21A070,SpButte,0.9996,Intact,72,4.02,SBP21A070,2353,YES,Seine,Tissue sample and release,NO,,
495,166,Sutter Bypass 2021,3/24/2021,14:30,El Anzar drain at Driver Cut weir,Chinook,Spring,Spring,CHIN_SBP21A071,SpButte,1,Intact,83,6.38,SBP21A071,2355,YES,Seine,Tissue sample and release,NO,,
496,167,Sutter Bypass 2021,3/24/2021,14:30,El Anzar drain at Driver Cut weir,Chinook,Spring,Spring,CHIN_SBP21A072,SpButte,0.9989,Intact,76,4.45,SBP21A072,2356,YES,Seine,Tissue sample and release,NO,,
497,168,Sutter Bypass 2021,3/24/2021,14:30,El Anzar drain at Driver Cut weir,Chinook,Spring,Spring,CHIN_SBP21A073,SpButte,1,Intact,74,4.68,SBP21A073,2357,YES,Seine,Tissue sample and release,NO,,
498,169,Sutter Bypass 2021,3/24/2021,14:30,El Anzar drain at Driver Cut weir,Chinook,Spring,Spring,CHIN_SBP21A074,SpButte,1,Intact,78,4.82,SBP21A074,2358,YES,Seine,Tissue sample and release,NO,,
499,170,Sutter Bypass 2021,3/24/2021,14:30,El Anzar drain at Driver Cut weir,Chinook,Spring,Spring,CHIN_SBP21A075,SpButte,1,Intact,77,4.63,SBP21A075,2359,YES,Seine,Tissue sample and release,NO,,
500,177,Sutter Bypass 2021,3/29/2021,11:30,Butte Creek at Mallard Ranch,Chinook,Fall,Spring,CHIN_SBP21A076,SpButte,1,Intact,65,2.4,SBP21A076,2360,YES,Seine,Tissue sample and specimen,YES,,
501,178,Sutter Bypass 2021,3/29/2021,11:30,Butte Creek at Mallard Ranch,Chinook,Spring,Spring,CHIN_SBP21A077,SpButte,1,Intact,89,7.86,SBP21A077,2361,YES,Seine,Tissue sample and release,NO,,
502,179,Sutter Bypass 2021,3/29/2021,11:30,Butte Creek at Mallard Ranch,Chinook,Spring,Spring,CHIN_SBP21A078,SpButte,1,Intact,73,4.37,SBP21A078,2362,YES,Seine,Tissue sample and release,NO,,
503,180,Sutter Bypass 2021,3/29/2021,11:30,Butte Creek at Mallard Ranch,Chinook,Spring,Spring,CHIN_SBP21A079,SpButte,1,Intact,79,5.71,SBP21A079,2363,YES,Seine,Tissue sample and release,NO,,
504,181,Sutter Bypass 2021,3/29/2021,11:30,Butte Creek at Mallard Ranch,Chinook,Spring,Spring,CHIN_SBP21A080,SpButte,0.9946,Intact,82,6.07,SBP21A080,2364,YES,Seine,Tissue sample and release,NO,,
505,182,Sutter Bypass 2021,3/29/2021,11:30,Butte Creek at Mallard Ranch,Chinook,Spring,Spring,CHIN_SBP21A081,SpButte,1,Intact,75,5,SBP21A081,2365,YES,Seine,Tissue sample and release,NO,,
506,183,Sutter Bypass 2021,3/29/2021,11:30,Butte Creek at Mallard Ranch,Chinook,Spring,Spring,CHIN_SBP21A082,SpButte,0.9999,Intact,80,5.83,SBP21A082,2366,YES,Seine,Tissue sample and release,NO,,
507,184,Sutter Bypass 2021,3/29/2021,11:30,Butte Creek at Mallard Ranch,Chinook,Spring,Spring,CHIN_SBP21A083,SpButte,1,Intact,81,6.36,SBP21A083,2367,YES,Seine,Tissue sample and release,NO,,
508,185,Sutter Bypass 2021,3/29/2021,11:30,Butte Creek at Mallard Ranch,Chinook,Spring,Spring,CHIN_SBP21A084,SpButte,1,Intact,90,8.24,SBP21A084,2368,YES,Seine,Tissue sample and release,NO,,
509,186,Sutter Bypass 2021,3/29/2021,11:30,Butte Creek at Mallard Ranch,Chinook,Spring,Spring,CHIN_SBP21A085,SpButte,1,Intact,79,6.08,SBP21A085,2369,YES,Seine,Tissue sample and release,NO,,
510,187,Sutter Bypass 2021,3/29/2021,11:30,Butte Creek at Mallard Ranch,Chinook,Spring,Spring,CHIN_SBP21A086,SpButte,1,Intact,73,4.1,SBP21A086,2370,YES,Seine,Tissue sample and release,NO,,
511,282,Sutter Bypass 2021,3/30/2021,8:30,Refuge inlet canal,Chinook,Spring,Spring,CHIN_SBP21A087,SpButte,1,Intact,78,5.47,SBP21A087,2380,YES,Seine,Tissue sample and release,NO,,
512,283,Sutter Bypass 2021,3/30/2021,8:30,Refuge inlet canal,Chinook,Spring,,,,,Intact,92,8.08,SBP21A088,2381,YES,Seine,Tissue sample and release,NO,,
513,284,Sutter Bypass 2021,3/30/2021,8:30,Refuge inlet canal,Chinook,Spring,Spring,CHIN_SBP21A089,SpButte,1,Intact,96,10.05,SBP21A089,2382,YES,Seine,Tissue sample and release,NO,,
514,285,Sutter Bypass 2021,3/30/2021,9:45,Butte Creek at Laux Rd.,Chinook,Fall,Spring,CHIN_SBP21A090,SpButte,1,Intact,66,3.2,SBP21A090,2385,YES,Seine,Tissue sample and specimen,YES,,
515,286,Sutter Bypass 2021,3/30/2021,9:45,Butte Creek at Laux Rd.,Chinook,Fall,Spring,CHIN_SBP21A091,SpButte,1,Intact,71,3.82,SBP21A091,2386,YES,Seine,Tissue sample and specimen,YES,,
516,287,Sutter Bypass 2021,3/30/2021,9:45,Butte Creek at Laux Rd.,Chinook,Spring,Spring,CHIN_SBP21A092,SpButte,1,Intact,82,5.55,SBP21A092,2387,YES,Seine,Tissue sample and release,NO,,
517,288,Sutter Bypass 2021,3/30/2021,9:45,Butte Creek at Laux Rd.,Chinook,Spring,Spring,CHIN_SBP21A093,SpButte,1,Intact,89,7.5,SBP21A093,2388,YES,Seine,Tissue sample and release,NO,,
518,289,Sutter Bypass 2021,3/30/2021,9:45,Butte Creek at Laux Rd.,Chinook,Spring,Spring,CHIN_SBP21A094,SpButte,1,Intact,85,3.32,SBP21A094,2389,YES,Seine,Tissue sample and release,NO,,
519,290,Sutter Bypass 2021,3/30/2021,9:45,Butte Creek at Laux Rd.,Chinook,Spring,Spring,CHIN_SBP21A095,SpButte,1,Intact,73,4.36,SBP21A095,2390,YES,Seine,Tissue sample and release,NO,,
520,294,Sutter Bypass 2021,3/30/2021,13:30,Sacramento River at side channel at Colusa weir,Chinook,Fall,,,,,Intact,63,2.31,SBP21A96,2391,YES,Seine,Tissue sample and specimen,YES,,
521,295,Sutter Bypass 2021,3/30/2021,13:30,Sacramento River at side channel at Colusa weir,Chinook,Fall,Fall,CHIN_SBP21A097,Fall,0.8986,Intact,44,1.25,SBP21A97,2392,YES,Seine,Tissue sample and specimen,YES,Quasimodo,
522,296,Sutter Bypass 2021,3/30/2021,13:30,Sacramento River at side channel at Colusa weir,Chinook,Fall,Late fall,CHIN_SBP21A098,LateFall,0.9518,Intact,55,1.67,SBP21A98,2393,YES,Seine,Tissue sample and specimen,YES,,
523,297,Sutter Bypass 2021,3/30/2021,13:30,Sacramento River at side channel at Colusa weir,Chinook,Fall,Fall,CHIN_SBP21A099,Fall,0.9904,Intact,52,1.25,SBP21A99,2394,YES,Seine,Tissue sample and specimen,YES,,
524,298,Sutter Bypass 2021,3/30/2021,13:30,Sacramento River at side channel at Colusa weir,Chinook,Fall,Late fall,CHIN_SBP21A100,LateFall,0.8729,Intact,50,1.26,SBP21A100,2395,YES,Seine,Tissue sample and release,NO,,
525,299,Sutter Bypass 2021,3/30/2021,13:30,Sacramento River at side channel at Colusa weir,Chinook,Fall,Late fall,CHIN_SBP21A101,LateFall,0.7635,Intact,50,1.3,SBP21A101,2396,YES,Seine,Tissue sample and release,NO,,
526,300,Sutter Bypass 2021,3/30/2021,13:30,Sacramento River at side channel at Colusa weir,Chinook,Fall,Late fall,CHIN_SBP21A102,LateFall,0.9173,Intact,57,1.95,SBP21A102,2397,YES,Seine,Tissue sample and release,NO,,
527,321,Sutter Bypass 2021,4/5/2021,9:30,Butte Creek at Laux Rd.,Chinook,Spring,Spring,CHIN_SBP21A103,SpButte,0.9998,Intact,77,4.62,SBP21A103,2401,YES,Seine,Tissue sample and release,NO,,
528,322,Sutter Bypass 2021,4/5/2021,9:30,Butte Creek at Laux Rd.,Chinook,Spring,Spring,CHIN_SBP21A104,SpButte,1,Intact,75,4.54,SBP21A104,2402,YES,Seine,Tissue sample and release,NO,,
529,323,Sutter Bypass 2021,4/5/2021,9:30,Butte Creek at Laux Rd.,Chinook,Spring,,,,,Intact,87,7.25,SBP21J001,2403,NO,Seine,Held for acoustic tagging,NO,,
530,324,Sutter Bypass 2021,4/5/2021,9:30,Butte Creek at Laux Rd.,Chinook,Fall,Spring,CHIN_SBP21A105,SpButte,1,Intact,72,3.7,SBP21A105,2404,YES,Seine,Tissue sample and specimen,YES,,
531,325,Sutter Bypass 2021,4/5/2021,9:30,Butte Creek at Laux Rd.,Chinook,Spring,,,,,Intact,80,5.63,SBP21J002,2405,NO,Seine,Held for acoustic tagging,NO,,
532,326,Sutter Bypass 2021,4/5/2021,9:30,Butte Creek at Laux Rd.,Chinook,Spring,,,,,Intact,86,7.12,SBP21J003,2406,NO,Seine,Held for acoustic tagging,NO,,
533,327,Sutter Bypass 2021,4/5/2021,9:30,Butte Creek at Laux Rd.,Chinook,Spring,,,,,Intact,80,5.8,SBP21J004,2407,NO,Seine,Held for acoustic tagging,NO,,
534,328,Sutter Bypass 2021,4/5/2021,9:30,Butte Creek at Laux Rd.,Chinook,Spring,Spring,CHIN_SBP21A106,SpButte,1,Intact,79,5.05,SBP21A106,2408,YES,Seine,Tissue sample and release,NO,,
535,329,Sutter Bypass 2021,4/5/2021,9:30,Butte Creek at Laux Rd.,Chinook,Spring,,,,,Intact,82,5.74,SBP21J005,2409,NO,Seine,Held for acoustic tagging,NO,,
536,330,Sutter Bypass 2021,4/5/2021,9:30,Butte Creek at Laux Rd.,Chinook,Spring,,,,,Intact,86,6.68,SBP21J006,2410,NO,Seine,Held for acoustic tagging,NO,,
537,331,Sutter Bypass 2021,4/5/2021,9:30,Butte Creek at Laux Rd.,Chinook,Spring,,,,,Intact,83,6.44,SBP21J007,2411,NO,Seine,Held for acoustic tagging,NO,,
538,332,Sutter Bypass 2021,4/5/2021,9:30,Butte Creek at Laux Rd.,Chinook,Spring,,,,,Intact,84,6.45,SBP21J008,2412,NO,Seine,Held for acoustic tagging,NO,,
539,333,Sutter Bypass 2021,4/5/2021,9:30,Butte Creek at Laux Rd.,Chinook,Spring,Spring,CHIN_SBP21A107,SpButte,1,Intact,77,5.13,SBP21A107,2413,YES,Seine,Tissue sample and release,NO,,
540,334,Sutter Bypass 2021,4/5/2021,9:30,Butte Creek at Laux Rd.,Chinook,Spring,,,,,Intact,81,5.99,SBP21J009,2414,NO,Seine,Held for acoustic tagging,NO,,
541,335,Sutter Bypass 2021,4/5/2021,9:30,Butte Creek at Laux Rd.,Chinook,Spring,Spring,CHIN_SBP21A108,SpButte,0.9615,Intact,77,4.88,SBP21A108,2415,YES,Seine,Tissue sample and release,NO,,
542,336,Sutter Bypass 2021,4/5/2021,9:30,Butte Creek at Laux Rd.,Chinook,Spring,,,,,Intact,84,6.87,SBP21J010,2416,NO,Seine,Held for acoustic tagging,NO,,
543,337,Sutter Bypass 2021,4/5/2021,9:30,Butte Creek at Laux Rd.,Chinook,Spring,,,,,Intact,89,8.04,SBP21J011,2417,NO,Seine,Held for acoustic tagging,NO,,
544,338,Sutter Bypass 2021,4/5/2021,9:30,Butte Creek at Laux Rd.,Chinook,Spring,,,,,Intact,89,7.77,SBP21J012,2418,NO,Seine,Held for acoustic tagging,NO,,
545,339,Sutter Bypass 2021,4/5/2021,9:30,Butte Creek at Laux Rd.,Chinook,Spring,Spring,CHIN_SBP21A109,SpButte,1,Intact,77,4.92,SBP21A109,2419,YES,Seine,Tissue sample and release,NO,,
546,340,Sutter Bypass 2021,4/5/2021,9:30,Butte Creek at Laux Rd.,Chinook,Spring,,,,,Intact,82,5.58,SBP21J013,2420,NO,Seine,Held for acoustic tagging,NO,,
547,341,Sutter Bypass 2021,4/5/2021,9:30,Butte Creek at Laux Rd.,Chinook,Spring,,,,,Intact,83,6.56,SBP21J014,2421,NO,Seine,Held for acoustic tagging,NO,,
548,342,Sutter Bypass 2021,4/5/2021,9:30,Butte Creek at Laux Rd.,Chinook,Spring,Spring,CHIN_SBP21A110,SpButte,1,Intact,75,4.73,SBP21A110,2422,YES,Seine,Tissue sample and release,NO,,
549,343,Sutter Bypass 2021,4/5/2021,9:30,Butte Creek at Laux Rd.,Chinook,Spring,,,,,Intact,96,9.78,SBP21J015,2423,NO,Seine,Held for acoustic tagging,NO,,
550,344,Sutter Bypass 2021,4/5/2021,9:30,Butte Creek at Laux Rd.,Chinook,Spring,,,,,Intact,83,6.54,SBP21J016,2424,NO,Seine,Held for acoustic tagging,NO,,
551,345,Sutter Bypass 2021,4/5/2021,9:30,Butte Creek at Laux Rd.,Chinook,Spring,,,,,Intact,84,6.28,SBP21J017,2425,NO,Seine,Held for acoustic tagging,NO,,
552,346,Sutter Bypass 2021,4/5/2021,9:30,Butte Creek at Laux Rd.,Chinook,Spring,Spring,CHIN_SBP21A111,SpButte,0.9977,Intact,78,5.2,SBP21A111,2426,YES,Seine,Tissue sample and release,NO,,
553,347,Sutter Bypass 2021,4/6/2021,9:00,Butte Creek at Laux Rd.,Chinook,Spring,Spring,CHIN_SBP21M001,SpButte,0.995,Intact,80,,SBP21M001,2427,YES,Seine,Tissue sample and specimen,YES,"DOA, match with above fish",
554,348,Sutter Bypass 2021,4/6/2021,9:00,Butte Creek at Laux Rd.,Chinook,Spring,Spring,CHIN_SBP21M002,SpButte,1,Intact,80,,SBP21M002,2428,YES,Seine,Tissue sample and specimen,YES,"DOA, match with above fish",
555,349,Sutter Bypass 2021,4/6/2021,9:00,Butte Creek at Laux Rd.,Chinook,Spring,Spring,CHIN_SBP21M003,SpButte,1,Intact,78,,SBP21M003,2429,YES,Seine,Tissue sample and specimen,YES,"DOA, match with above fish",
556,350,Sutter Bypass 2021,4/6/2021,9:00,Butte Creek at Laux Rd.,Chinook,Spring,Spring,CHIN_SBP21M004,SpButte,1,Intact,82,,SBP21M004,2430,YES,Seine,Tissue sample and specimen,YES,"DOA, match with above fish",
557,351,Sutter Bypass 2021,4/6/2021,9:00,Butte Creek at Laux Rd.,Chinook,Spring,Spring,CHIN_SBP21M005,SpButte,1,Intact,80,,SBP21M005,2431,YES,Seine,Tissue sample and specimen,YES,"DOA, match with above fish",
558,352,Sutter Bypass 2021,4/6/2021,9:00,Butte Creek at Laux Rd.,Chinook,Spring,Spring,CHIN_SBP21M006,SpButte,1,Intact,84,,SBP21M006,2432,YES,Seine,Tissue sample and specimen,YES,"DOA, match with above fish",
559,353,Sutter Bypass 2021,4/6/2021,9:00,Butte Creek at Laux Rd.,Chinook,Spring,Spring,CHIN_SBP21M007,SpButte,1,Intact,83,,SBP21M007,2433,YES,Seine,Tissue sample and specimen,YES,"DOA, match with above fish",
560,354,Sutter Bypass 2021,4/6/2021,9:00,Butte Creek at Laux Rd.,Chinook,Spring,,,,,Intact,98,,SB2021-001,107,YES,Seine,Acoustic tag,NO,,
561,355,Sutter Bypass 2021,4/6/2021,9:00,Butte Creek at Laux Rd.,Chinook,Spring,,,,,Intact,93,,SB2021-002,108,YES,Seine,Acoustic tag,NO,,
562,356,Sutter Bypass 2021,4/6/2021,9:00,Butte Creek at Laux Rd.,Chinook,Spring,,,,,Intact,86,7.4,SB2021-003,109,YES,Seine,Acoustic tag,NO,,
563,357,Sutter Bypass 2021,4/6/2021,9:00,Butte Creek at Laux Rd.,Chinook,Spring,Spring,CHIN_SBP21A112,SpButte,1,Intact,80,,SBP21A112,110,YES,Seine,Tissue sample and release,NO,"FL est, Photo off one",
564,358,Sutter Bypass 2021,4/6/2021,9:00,Butte Creek at Laux Rd.,Chinook,Spring,Spring,CHIN_SBP21A113,SpButte,1,Intact,80,,SBP21A113,111,YES,Seine,Tissue sample and release,NO,"Lesion on the side, has GenID A113 in image, photo off one",
565,359,Sutter Bypass 2021,4/6/2021,9:00,Butte Creek at Laux Rd.,Chinook,Spring,,,,,Intact,85,6.8,SB2021-004,112,YES,Seine,Acoustic tag,NO,,
566,360,Sutter Bypass 2021,4/6/2021,9:00,Butte Creek at Laux Rd.,Chinook,Fall,Spring,CHIN_SBP21A114,SpButte,1,Intact,71,,SBP21A114,113,YES,Seine,Tissue sample and release,NO,Photo off one,
567,361,Sutter Bypass 2021,4/6/2021,9:00,Butte Creek at Laux Rd.,Chinook,Spring,Spring,CHIN_SBP21A115,SpButte,1,Intact,76,5.4,SBP21A115,114,YES,Seine,Tissue sample and release,NO,,
568,362,Sutter Bypass 2021,4/6/2021,9:00,Butte Creek at Laux Rd.,Chinook,Spring,,,,,Intact,82,6.4,SB2021-005,115,YES,Seine,Acoustic tag,NO,,
569,363,Sutter Bypass 2021,4/6/2021,9:00,Butte Creek at Laux Rd.,Chinook,Spring,,,,,Intact,89,,SB2021-006,116,YES,Seine,Acoustic tag,NO,Fl est,
570,364,Sutter Bypass 2021,4/6/2021,9:00,Butte Creek at Laux Rd.,Chinook,Spring,,,,,Intact,86,6.6,SB2021-007,117,YES,Seine,Acoustic tag,NO,,
571,365,Sutter Bypass 2021,4/6/2021,9:00,Butte Creek at Laux Rd.,Chinook,Spring,,,,,Intact,83,7,SB2021-008,118,YES,Seine,Acoustic tag,NO,,
572,366,Sutter Bypass 2021,4/6/2021,9:00,Butte Creek at Laux Rd.,Chinook,Spring,,,,,Intact,90,8,SB2021-009,119,YES,Seine,Acoustic tag,NO,,
573,367,Sutter Bypass 2021,4/6/2021,9:00,Butte Creek at Laux Rd.,Chinook,Spring,,,,,Intact,96,9.4,SB2021-010,120,YES,Seine,Acoustic tag,NO,,
574,368,Sutter Bypass 2021,4/6/2021,9:00,Butte Creek at Laux Rd.,Chinook,Fall,Spring,CHIN_SBP21A116,SpButte,0.9998,Intact,75,4.3,SBP21A116,121,YES,Seine,Tissue sample and release,NO,Photo off one,
575,369,Sutter Bypass 2021,4/6/2021,9:00,Butte Creek at Laux Rd.,Chinook,Spring,,,,,Intact,83,6.6,SB2021-011,122,YES,Seine,Acoustic tag,NO,,
576,370,Sutter Bypass 2021,4/6/2021,9:00,Butte Creek at Laux Rd.,Chinook,Spring,,,,,Intact,80,6,SB2021-012,123,YES,Seine,Acoustic tag,NO,,
577,371,Sutter Bypass 2021,4/6/2021,9:00,Butte Creek at Laux Rd.,Chinook,Spring,,,,,Intact,83,6.7,SB2021-013,124,YES,Seine,Acoustic tag,NO,,
578,372,Sutter Bypass 2021,4/6/2021,9:00,Butte Creek at Laux Rd.,Chinook,Spring,,,,,Intact,82,6.1,SB2021-014,125,YES,Seine,Acoustic tag,NO,,
579,373,Sutter Bypass 2021,4/6/2021,9:00,Butte Creek at Laux Rd.,Chinook,Spring,,,,,Intact,88,7.4,SB2021-015,126,YES,Seine,Acoustic tag,NO,,
580,374,Sutter Bypass 2021,4/6/2021,9:00,Butte Creek at Laux Rd.,Chinook,Spring,,,,,Intact,83,6,SB2021-016,127,YES,Seine,Acoustic tag,NO,,
581,375,Sutter Bypass 2021,4/6/2021,9:00,Butte Creek at Laux Rd.,Chinook,Spring,,,,,Intact,88,7.8,SB2021-017,128,YES,Seine,Acoustic tag,NO,,
582,376,Sutter Bypass 2021,4/6/2021,9:00,Butte Creek at Laux Rd.,Chinook,Spring,,,,,Intact,88,7.5,SB2021-018,129,YES,Seine,Acoustic tag,NO,,
583,377,Sutter Bypass 2021,4/6/2021,9:00,Butte Creek at Laux Rd.,Chinook,Spring,,,,,Intact,82,6,SB2021-019,130,YES,Seine,Acoustic tag,NO,,
584,378,Sutter Bypass 2021,4/6/2021,9:00,Butte Creek at Laux Rd.,Chinook,Spring,,,,,Intact,85,7.8,SB2021-020,131,YES,Seine,Acoustic tag,NO,,
585,379,Sutter Bypass 2021,4/6/2021,9:00,Butte Creek at Laux Rd.,Chinook,Fall,Spring,CHIN_SBP21A117,SpButte,0.9519,Intact,75,5,SBP21A117,132,YES,Seine,Tissue sample and release,NO,,
586,380,Sutter Bypass 2021,4/6/2021,9:00,Butte Creek at Laux Rd.,Chinook,Spring,,,,,Intact,78,5.6,,133,NO,Seine,Tissue sample and release,NO,Gen clipped already. Check to see if A118 slip exists.,
587,381,Sutter Bypass 2021,4/6/2021,9:00,Butte Creek at Laux Rd.,Chinook,Spring,,,,,Intact,83,6.3,SB2021-021,134,YES,Seine,Acoustic tag,NO,,
588,382,Sutter Bypass 2021,4/6/2021,9:00,Butte Creek at Laux Rd.,Chinook,Spring,Spring,CHIN_SBP21A119,SpButte,1,Intact,80,5.3,SBP21A119,135,YES,Seine,Tissue sample and release,NO,,
589,383,Sutter Bypass 2021,4/6/2021,9:00,Butte Creek at Laux Rd.,Chinook,Spring,Spring,CHIN_SBP21A120,SpButte,1,Intact,77,5.3,SBP21A120,136,YES,Seine,Tissue sample and release,NO,,
590,384,Sutter Bypass 2021,4/6/2021,9:00,Butte Creek at Laux Rd.,Chinook,Spring,Spring,CHIN_SBP21A121,SpButte,0.9996,Intact,77,5.1,SBP21A121,137,YES,Seine,Tissue sample and release,NO,,
